transaction_id,customer_id,transaction_date,product_id,quantity,unit_price,total_amount,discount_amount,payment_method,shipping_cost,order_status,channel
TXN0000004563,CUST002491,2023-04-21 16:11:42,PROD000076,1,82.92,82.92,0.0,PayPal,0.0,Completed,Mobile App
TXN0000001735,CUST002917,2024-03-07 03:27:02,PROD000183,1,193.99,193.99,0.0,Credit Card,0.0,Completed,Website
TXN0000000074,CUST001123,2023-02-27 23:28:58,PROD000051,1,204.56,204.56,0.0,PayPal,0.0,Completed,Mobile App
TXN0000001926,CUST004712,2024-08-04 08:17:28,PROD000020,1,223.82,223.82,0.0,PayPal,0.0,Completed,In-Store
TXN0000000799,CUST003766,2023-05-02 15:15:30,PROD000134,1,32.54,32.54,0.0,Credit Card,10.44,Cancelled,Mobile App
TXN0000011794,CUST002789,2023-09-23 23:08:41,PROD000001,2,323.46,599.83,47.09,PayPal,0.0,Completed,Mobile App
TXN0000021147,CUST004889,2023-02-08 14:22:24,PROD000043,1,15.34,14.32,1.02,Debit Card,12.22,Completed,Website
TXN0000014874,CUST003863,2023-08-16 01:28:39,PROD000043,1,15.34,15.34,0.0,Apple Pay,8.07,Completed,Mobile App
TXN0000001339,CUST000276,2024-06-01 14:50:31,PROD000015,1,419.19,321.54,97.65,PayPal,0.0,Completed,Website
TXN0000009908,CUST003393,2023-10-11 16:54:33,PROD000134,1,32.54,32.54,0.0,Debit Card,9.58,Completed,Mobile App
TXN0000018289,CUST004173,2024-07-26 10:59:05,PROD000134,1,32.54,32.54,0.0,Google Pay,12.99,Completed,Mobile App
TXN0000013121,CUST003468,2023-09-10 10:07:23,PROD000193,1,177.0,177.0,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000023334,CUST001199,2023-03-15 21:31:00,PROD000074,1,39.92,39.92,0.0,Credit Card,8.81,Completed,Website
TXN0000002027,CUST004461,2024-02-15 11:18:47,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,Mobile App
TXN0000023584,CUST001382,2024-08-18 05:14:01,PROD000107,1,150.46,150.46,0.0,PayPal,0.0,Completed,In-Store
TXN0000020772,CUST001223,2024-10-12 14:16:16,PROD000094,1,159.21,123.43,35.78,Apple Pay,0.0,Completed,Mobile App
TXN0000022352,CUST002043,2023-05-16 16:00:48,PROD000143,1,392.92,392.92,0.0,Credit Card,0.0,Completed,In-Store
TXN0000008675,CUST004621,2024-08-21 06:37:42,PROD000163,1,197.26,158.07,39.19,Apple Pay,0.0,Completed,Mobile App
TXN0000003560,CUST004850,2023-01-17 07:30:20,PROD000160,2,16.59,33.18,0.0,Credit Card,13.16,Cancelled,Mobile App
TXN0000013734,CUST002378,2024-06-08 16:14:01,PROD000074,1,39.92,39.92,0.0,Credit Card,14.84,Completed,In-Store
TXN0000013005,CUST000526,2024-03-30 18:42:35,PROD000035,1,180.62,180.62,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000015349,CUST003184,2024-10-26 21:21:26,PROD000094,1,159.21,159.21,0.0,Credit Card,0.0,Completed,In-Store
TXN0000012416,CUST000739,2024-11-06 07:37:06,PROD000015,1,419.19,419.19,0.0,Credit Card,0.0,Completed,Website
TXN0000017698,CUST003082,2024-02-16 20:20:23,PROD000051,1,204.56,159.68,44.88,PayPal,0.0,Completed,In-Store
TXN0000010165,CUST004621,2023-09-20 04:54:22,PROD000071,2,18.01,36.02,0.0,Apple Pay,11.16,Completed,Website
TXN0000005311,CUST004022,2023-11-22 00:57:41,PROD000082,1,111.9,111.9,0.0,Apple Pay,0.0,Completed,Website
TXN0000013206,CUST002083,2024-03-11 19:27:02,PROD000081,1,87.32,87.32,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000024470,CUST004700,2024-04-03 19:19:05,PROD000107,1,150.46,150.46,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000016242,CUST000178,2023-05-15 05:24:57,PROD000020,1,223.82,223.82,0.0,Debit Card,0.0,Completed,In-Store
TXN0000004224,CUST004260,2024-03-13 19:59:40,PROD000183,1,193.99,193.99,0.0,Google Pay,0.0,Cancelled,Website
TXN0000011305,CUST004950,2024-01-18 06:32:43,PROD000059,1,76.01,57.01,19.0,Google Pay,0.0,Completed,Website
TXN0000021932,CUST003813,2023-07-22 18:20:28,PROD000051,1,204.56,204.56,0.0,Apple Pay,0.0,Completed,Website
TXN0000021152,CUST000266,2023-08-15 09:53:08,PROD000015,1,419.19,419.19,0.0,Apple Pay,0.0,Completed,Website
TXN0000020414,CUST000743,2023-06-26 00:13:34,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,In-Store
TXN0000006183,CUST004258,2024-11-15 06:59:33,PROD000095,2,201.2,402.4,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000019457,CUST004738,2023-01-04 21:42:51,PROD000045,3,128.39,385.17,0.0,PayPal,0.0,Cancelled,Mobile App
TXN0000004159,CUST001297,2024-08-21 08:45:57,PROD000043,1,15.34,15.34,0.0,PayPal,11.17,Completed,Website
TXN0000004131,CUST003962,2024-04-28 13:02:40,PROD000109,1,236.53,236.53,0.0,Apple Pay,0.0,Cancelled,Mobile App
TXN0000022854,CUST003239,2024-04-18 04:59:01,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,In-Store
TXN0000014518,CUST000366,2024-02-19 21:08:09,PROD000015,1,419.19,419.19,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000001153,CUST002869,2023-01-06 05:58:11,PROD000015,1,419.19,419.19,0.0,Debit Card,0.0,Cancelled,Mobile App
TXN0000004634,CUST004368,2024-03-26 10:18:44,PROD000095,1,201.2,201.2,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000023695,CUST000177,2023-03-28 22:29:46,PROD000162,1,322.54,322.54,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000010283,CUST002524,2023-05-13 11:37:04,PROD000020,1,223.82,223.82,0.0,Debit Card,0.0,Completed,Website
TXN0000023864,CUST004281,2023-02-21 03:33:33,PROD000190,1,261.88,261.88,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000014473,CUST000710,2023-11-23 18:01:12,PROD000080,1,160.07,160.07,0.0,Credit Card,0.0,Completed,Website
TXN0000010515,CUST000592,2023-04-15 01:50:07,PROD000015,1,419.19,419.19,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000003289,CUST002634,2024-03-23 16:22:48,PROD000015,2,419.19,838.38,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000001434,CUST001577,2023-02-25 04:50:55,PROD000061,2,85.75,171.5,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000018113,CUST003352,2023-07-18 06:50:28,PROD000035,3,180.62,541.86,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000021587,CUST001771,2024-02-12 17:25:32,PROD000099,2,216.29,432.58,0.0,Credit Card,0.0,Completed,Website
TXN0000007871,CUST001582,2023-12-14 14:38:07,PROD000134,1,32.54,32.54,0.0,Credit Card,8.92,Completed,Mobile App
TXN0000000150,CUST003588,2024-08-05 15:30:25,PROD000051,1,204.56,204.56,0.0,Apple Pay,0.0,Completed,Website
TXN0000011304,CUST001787,2024-09-14 21:43:45,PROD000134,1,32.54,32.54,0.0,Google Pay,5.09,Completed,Website
TXN0000006498,CUST000346,2024-10-05 03:27:03,PROD000015,1,419.19,419.19,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000010488,CUST002600,2024-08-13 13:12:04,PROD000107,1,150.46,150.46,0.0,Credit Card,0.0,Completed,Website
TXN0000003685,CUST001729,2024-11-09 19:45:17,PROD000183,1,193.99,193.99,0.0,Credit Card,0.0,Completed,In-Store
TXN0000024200,CUST003701,2023-03-27 04:40:48,PROD000080,2,160.07,277.6,42.54,Google Pay,0.0,Completed,In-Store
TXN0000007626,CUST003361,2024-11-26 21:32:15,PROD000079,1,77.73,77.73,0.0,Debit Card,0.0,Completed,Website
TXN0000006368,CUST001188,2024-10-31 03:36:37,PROD000082,1,111.9,111.9,0.0,PayPal,0.0,Cancelled,Website
TXN0000019829,CUST002291,2024-12-07 09:04:32,PROD000134,1,32.54,32.54,0.0,Apple Pay,8.33,Completed,In-Store
TXN0000019635,CUST002749,2023-11-09 07:31:14,PROD000106,1,211.4,211.4,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000016792,CUST004346,2023-09-12 17:22:45,PROD000124,1,432.11,432.11,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000013088,CUST000777,2023-03-07 20:38:24,PROD000015,3,419.19,1257.57,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000001249,CUST004492,2023-10-18 06:27:38,PROD000142,2,276.48,552.96,0.0,Debit Card,0.0,Completed,Website
TXN0000024724,CUST001410,2024-09-27 16:51:52,PROD000107,1,150.46,150.46,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000001913,CUST004494,2023-07-16 23:43:03,PROD000020,1,223.82,223.82,0.0,Credit Card,0.0,Completed,Website
TXN0000010177,CUST001274,2023-07-18 23:29:34,PROD000080,1,160.07,160.07,0.0,Credit Card,0.0,Completed,Website
TXN0000004384,CUST001586,2024-07-05 05:34:25,PROD000054,1,297.4,297.4,0.0,Apple Pay,0.0,Completed,Website
TXN0000015381,CUST004479,2024-12-02 20:46:46,PROD000082,1,111.9,111.9,0.0,Debit Card,0.0,Completed,Website
TXN0000009882,CUST000104,2024-06-19 06:27:20,PROD000020,1,223.82,179.32,44.5,Credit Card,0.0,Completed,Website
TXN0000015569,CUST002413,2024-04-14 22:15:13,PROD000134,1,32.54,32.54,0.0,Apple Pay,5.01,Completed,Website
TXN0000006248,CUST004227,2023-06-21 19:13:43,PROD000105,3,108.01,324.03,0.0,Credit Card,0.0,Completed,Website
TXN0000016957,CUST004621,2023-01-03 13:12:31,PROD000089,2,266.69,439.9,93.48,Credit Card,0.0,Completed,Website
TXN0000010744,CUST001593,2023-04-18 08:46:07,PROD000095,1,201.2,174.03,27.17,Debit Card,0.0,Completed,Mobile App
TXN0000017379,CUST003044,2023-03-28 18:40:35,PROD000187,1,271.67,271.67,0.0,Credit Card,0.0,Completed,Website
TXN0000015512,CUST000215,2023-07-02 02:33:41,PROD000072,1,74.91,66.06,8.85,Apple Pay,0.0,Completed,In-Store
TXN0000018887,CUST003539,2024-07-01 03:16:08,PROD000079,3,77.73,233.19,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000019116,CUST003508,2024-02-27 17:35:47,PROD000089,1,266.69,266.69,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000001096,CUST002693,2023-03-27 01:28:44,PROD000025,1,426.29,426.29,0.0,Google Pay,0.0,Completed,Website
TXN0000014302,CUST004774,2023-06-21 18:57:51,PROD000021,2,210.15,420.3,0.0,Apple Pay,0.0,Completed,Website
TXN0000000618,CUST000639,2024-05-23 06:16:12,PROD000020,2,223.82,447.64,0.0,PayPal,0.0,Completed,Website
TXN0000014979,CUST000638,2024-09-28 00:59:39,PROD000055,2,335.73,671.46,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000001591,CUST000675,2024-10-20 22:37:16,PROD000163,3,197.26,591.78,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000014026,CUST001425,2024-04-26 03:51:18,PROD000120,1,160.76,160.76,0.0,Credit Card,0.0,Completed,In-Store
TXN0000006105,CUST002215,2024-10-16 05:17:05,PROD000095,1,201.2,201.2,0.0,PayPal,0.0,Completed,Mobile App
TXN0000005404,CUST004363,2024-11-26 05:51:34,PROD000166,1,355.32,355.32,0.0,Google Pay,0.0,Completed,In-Store
TXN0000015311,CUST003591,2024-09-12 17:48:58,PROD000028,1,232.38,232.38,0.0,Debit Card,0.0,Completed,In-Store
TXN0000016578,CUST000174,2023-03-23 01:48:57,PROD000089,1,266.69,266.69,0.0,Credit Card,0.0,Completed,Website
TXN0000014291,CUST000592,2024-03-28 18:44:55,PROD000010,2,223.07,446.14,0.0,Credit Card,0.0,Completed,Website
TXN0000015527,CUST004451,2024-10-27 02:10:30,PROD000089,1,266.69,266.69,0.0,Credit Card,0.0,Completed,Website
TXN0000020032,CUST003102,2023-03-04 05:11:09,PROD000021,1,210.15,210.15,0.0,Credit Card,0.0,Completed,Website
TXN0000021195,CUST003439,2023-02-01 06:30:31,PROD000082,3,111.9,335.7,0.0,Google Pay,0.0,Completed,Website
TXN0000024917,CUST004684,2023-11-05 23:58:03,PROD000195,3,238.95,716.85,0.0,PayPal,0.0,Completed,In-Store
TXN0000000789,CUST004301,2024-08-10 11:36:39,PROD000095,2,201.2,402.4,0.0,PayPal,0.0,Completed,Website
TXN0000013371,CUST000670,2024-06-08 21:24:36,PROD000020,1,223.82,179.49,44.33,Google Pay,0.0,Completed,In-Store
TXN0000008210,CUST000662,2024-04-30 09:04:10,PROD000013,2,334.47,668.94,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000022841,CUST002709,2023-11-12 13:03:34,PROD000089,1,266.69,266.69,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000003104,CUST000257,2023-11-25 04:30:13,PROD000134,1,32.54,32.54,0.0,Google Pay,14.45,Completed,Mobile App
TXN0000007343,CUST001129,2024-07-23 20:17:23,PROD000196,1,198.0,198.0,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000000083,CUST003653,2023-04-11 09:25:15,PROD000033,1,288.23,241.77,46.46,Credit Card,0.0,Completed,Website
TXN0000007386,CUST003337,2023-03-16 05:03:18,PROD000107,1,150.46,150.46,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000013787,CUST003639,2023-02-01 21:22:52,PROD000131,1,294.34,294.34,0.0,Google Pay,0.0,Completed,Website
TXN0000009162,CUST002154,2023-08-27 22:44:06,PROD000169,2,499.99,949.87,50.11,Credit Card,0.0,Cancelled,Website
TXN0000000996,CUST000526,2023-08-20 08:39:20,PROD000141,1,114.46,114.46,0.0,Google Pay,0.0,Completed,Website
TXN0000009095,CUST000006,2023-08-14 18:29:42,PROD000051,1,204.56,180.03,24.53,PayPal,0.0,Completed,Website
TXN0000011002,CUST000631,2024-03-21 18:03:46,PROD000145,1,78.93,78.93,0.0,Apple Pay,0.0,Completed,Website
TXN0000006936,CUST002289,2024-06-15 06:22:32,PROD000082,3,111.9,335.7,0.0,PayPal,0.0,Completed,In-Store
TXN0000012746,CUST000526,2024-10-25 00:12:18,PROD000079,1,77.73,77.73,0.0,Credit Card,0.0,Completed,Website
TXN0000006322,CUST001912,2023-01-10 19:03:37,PROD000020,1,223.82,223.82,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000017860,CUST001658,2024-01-15 11:37:10,PROD000015,3,419.19,1257.57,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000007592,CUST000481,2024-06-10 01:10:51,PROD000080,1,160.07,160.07,0.0,Credit Card,0.0,Completed,Website
TXN0000015409,CUST004621,2024-05-07 05:12:34,PROD000091,1,47.99,47.99,0.0,PayPal,7.2,Cancelled,Website
TXN0000011649,CUST001597,2024-10-22 16:34:17,PROD000131,1,294.34,294.34,0.0,Apple Pay,0.0,Completed,Website
TXN0000019945,CUST004793,2024-08-06 04:11:36,PROD000163,1,197.26,197.26,0.0,Debit Card,0.0,Completed,Website
TXN0000004150,CUST000225,2023-12-04 01:59:33,PROD000015,1,419.19,363.36,55.83,Credit Card,0.0,Completed,Website
TXN0000004623,CUST001907,2023-02-09 00:47:47,PROD000180,1,23.4,23.4,0.0,Debit Card,5.01,Completed,Mobile App
TXN0000019529,CUST004265,2024-04-07 06:20:16,PROD000010,1,223.07,175.57,47.5,Credit Card,0.0,Completed,Website
TXN0000022488,CUST003008,2024-09-09 13:12:03,PROD000023,1,81.25,81.25,0.0,PayPal,0.0,Completed,In-Store
TXN0000010904,CUST003096,2023-06-07 00:20:17,PROD000162,1,322.54,322.54,0.0,Google Pay,0.0,Completed,Website
TXN0000004736,CUST001743,2024-12-05 09:00:45,PROD000107,1,150.46,122.26,28.2,Credit Card,0.0,Completed,Mobile App
TXN0000001742,CUST004006,2024-04-13 21:25:54,PROD000163,2,197.26,394.52,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000021038,CUST004930,2023-11-28 08:22:54,PROD000025,1,426.29,362.45,63.84,Debit Card,0.0,Cancelled,Website
TXN0000007196,CUST002098,2024-05-10 13:33:07,PROD000116,1,124.37,124.37,0.0,Debit Card,0.0,Completed,In-Store
TXN0000005614,CUST004204,2023-04-09 06:02:45,PROD000081,1,87.32,87.32,0.0,PayPal,0.0,Completed,Mobile App
TXN0000023807,CUST001495,2023-08-22 00:14:54,PROD000051,1,204.56,176.61,27.95,Google Pay,0.0,Completed,Website
TXN0000004813,CUST004621,2023-07-09 20:21:52,PROD000163,1,197.26,197.26,0.0,PayPal,0.0,Completed,Mobile App
TXN0000021237,CUST000552,2024-09-12 13:22:53,PROD000151,2,153.42,306.84,0.0,Debit Card,0.0,Completed,Website
TXN0000019872,CUST002862,2023-09-28 19:50:20,PROD000160,1,16.59,16.59,0.0,Google Pay,9.83,Completed,Mobile App
TXN0000011702,CUST004967,2024-01-16 04:49:09,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,Mobile App
TXN0000016374,CUST003498,2023-12-22 12:09:09,PROD000079,1,77.73,77.73,0.0,Google Pay,0.0,Completed,In-Store
TXN0000002667,CUST004369,2023-04-01 16:31:07,PROD000196,1,198.0,198.0,0.0,Apple Pay,0.0,Completed,Website
TXN0000022584,CUST004265,2023-09-05 02:43:40,PROD000131,1,294.34,294.34,0.0,Google Pay,0.0,Completed,Website
TXN0000021317,CUST004517,2023-05-24 12:00:47,PROD000017,1,189.17,189.17,0.0,Google Pay,0.0,Completed,Website
TXN0000016755,CUST001088,2024-08-24 19:04:46,PROD000160,1,16.59,12.84,3.75,Credit Card,8.58,Completed,Mobile App
TXN0000011533,CUST000710,2024-08-08 06:43:12,PROD000010,1,223.07,223.07,0.0,Debit Card,0.0,Completed,Website
TXN0000003906,CUST001549,2024-12-19 23:57:18,PROD000067,1,205.03,205.03,0.0,Credit Card,0.0,Completed,Website
TXN0000001317,CUST003319,2024-02-16 09:51:44,PROD000134,1,32.54,32.54,0.0,PayPal,7.57,Completed,Mobile App
TXN0000005106,CUST000950,2024-07-09 18:36:21,PROD000074,1,39.92,34.03,5.89,Credit Card,12.32,Completed,In-Store
TXN0000013431,CUST003227,2024-11-27 04:44:50,PROD000023,1,81.25,74.51,6.74,Google Pay,0.0,Completed,Mobile App
TXN0000013576,CUST003636,2023-10-11 16:33:27,PROD000071,1,18.01,14.47,3.54,PayPal,13.65,Cancelled,In-Store
TXN0000017794,CUST004468,2023-04-29 08:29:40,PROD000015,1,419.19,419.19,0.0,Debit Card,0.0,Completed,Website
TXN0000007609,CUST001726,2024-04-23 08:10:35,PROD000089,1,266.69,266.69,0.0,PayPal,0.0,Completed,Mobile App
TXN0000013190,CUST004748,2024-11-10 11:48:01,PROD000134,1,32.54,32.54,0.0,Debit Card,5.02,Completed,Website
TXN0000000845,CUST001670,2023-10-19 16:53:57,PROD000120,1,160.76,160.76,0.0,Debit Card,0.0,Completed,Website
TXN0000014477,CUST001222,2024-11-12 08:32:46,PROD000015,3,419.19,1257.57,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000007979,CUST004754,2023-07-21 17:34:04,PROD000039,1,37.96,29.57,8.39,Apple Pay,8.32,Completed,In-Store
TXN0000004592,CUST004969,2024-05-21 11:39:38,PROD000020,1,223.82,223.82,0.0,Apple Pay,0.0,Completed,Website
TXN0000009939,CUST004936,2023-04-17 00:03:55,PROD000151,1,153.42,143.43,9.99,Apple Pay,0.0,Completed,Mobile App
TXN0000004287,CUST000765,2024-08-12 08:09:49,PROD000015,1,419.19,419.19,0.0,Credit Card,0.0,Completed,Website
TXN0000008884,CUST003868,2024-03-22 14:35:35,PROD000195,1,238.95,238.95,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000020755,CUST004944,2023-09-01 12:08:50,PROD000134,1,32.54,27.77,4.77,PayPal,7.82,Completed,Mobile App
TXN0000001981,CUST001881,2023-04-05 14:32:54,PROD000196,1,198.0,198.0,0.0,PayPal,0.0,Completed,In-Store
TXN0000012319,CUST004432,2024-05-30 14:17:24,PROD000057,1,139.38,139.38,0.0,PayPal,0.0,Completed,Website
TXN0000017668,CUST003013,2024-01-09 10:45:35,PROD000111,1,447.13,447.13,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000007778,CUST004468,2023-11-21 03:56:47,PROD000074,1,39.92,39.92,0.0,Debit Card,6.47,Completed,Website
TXN0000021971,CUST000592,2024-09-09 03:39:54,PROD000197,1,238.41,238.41,0.0,Apple Pay,0.0,Completed,Website
TXN0000012037,CUST001152,2023-07-26 13:49:04,PROD000043,1,15.34,15.34,0.0,Google Pay,7.35,Completed,Website
TXN0000023552,CUST003158,2024-11-14 18:55:16,PROD000020,1,223.82,223.82,0.0,Apple Pay,0.0,Completed,Website
TXN0000017852,CUST001020,2024-04-30 21:17:23,PROD000082,1,111.9,111.9,0.0,PayPal,0.0,Completed,Mobile App
TXN0000020222,CUST001722,2023-02-17 16:30:57,PROD000163,1,197.26,197.26,0.0,PayPal,0.0,Completed,Mobile App
TXN0000002646,CUST002709,2024-01-12 23:29:52,PROD000109,1,236.53,236.53,0.0,Credit Card,0.0,Completed,In-Store
TXN0000021482,CUST000667,2024-05-25 17:37:01,PROD000184,1,181.8,181.8,0.0,Debit Card,0.0,Completed,Mobile App
TXN0000008505,CUST003417,2024-12-30 13:10:12,PROD000134,1,32.54,32.54,0.0,Credit Card,11.16,Completed,Website
TXN0000020494,CUST000144,2024-09-06 03:12:28,PROD000051,1,204.56,204.56,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000021722,CUST002792,2023-11-29 09:36:15,PROD000092,1,59.07,59.07,0.0,PayPal,0.0,Completed,Website
TXN0000007263,CUST003350,2024-01-16 16:30:46,PROD000125,1,106.6,106.6,0.0,Apple Pay,0.0,Completed,Website
TXN0000009350,CUST003605,2024-04-19 13:36:49,PROD000035,1,180.62,180.62,0.0,Credit Card,0.0,Completed,Website
TXN0000000686,CUST001538,2024-11-05 03:44:24,PROD000020,1,223.82,223.82,0.0,PayPal,0.0,Completed,Website
TXN0000016959,CUST004577,2023-07-02 02:42:13,PROD000128,1,346.71,346.71,0.0,Apple Pay,0.0,Completed,Website
TXN0000009183,CUST003279,2023-05-11 01:08:43,PROD000051,2,204.56,409.12,0.0,Debit Card,0.0,Completed,Website
TXN0000001161,CUST000006,2024-08-29 03:14:02,PROD000105,2,108.01,216.02,0.0,Apple Pay,0.0,Completed,Website
TXN0000014528,CUST003650,2023-04-12 22:19:27,PROD000134,1,32.54,28.02,4.52,Google Pay,5.22,Completed,Mobile App
TXN0000001341,CUST000115,2024-06-14 05:23:43,PROD000094,3,159.21,369.8,107.83,Apple Pay,0.0,Completed,Website
TXN0000006510,CUST003517,2023-02-11 14:27:10,PROD000074,3,39.92,119.76,0.0,Google Pay,0.0,Completed,Website
TXN0000017557,CUST003227,2024-07-28 14:54:24,PROD000163,2,197.26,394.52,0.0,PayPal,0.0,Completed,Website
TXN0000007715,CUST003098,2024-05-18 15:37:15,PROD000095,1,201.2,201.2,0.0,Debit Card,0.0,Completed,In-Store
TXN0000002418,CUST004623,2024-09-29 10:18:55,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,Website
TXN0000001476,CUST004577,2023-12-05 23:58:36,PROD000163,1,197.26,152.14,45.12,Debit Card,0.0,Completed,Website
TXN0000023993,CUST003341,2023-02-08 01:59:05,PROD000057,1,139.38,139.38,0.0,Credit Card,0.0,Completed,Website
TXN0000014410,CUST001370,2024-07-03 00:52:54,PROD000134,1,32.54,32.54,0.0,Credit Card,13.6,Cancelled,In-Store
TXN0000011320,CUST003553,2023-05-21 23:22:24,PROD000051,1,204.56,204.56,0.0,Credit Card,0.0,Completed,In-Store
TXN0000000007,CUST003054,2024-12-14 16:24:47,PROD000079,2,77.73,155.46,0.0,PayPal,0.0,Cancelled,Mobile App
TXN0000016166,CUST000476,2024-05-27 21:42:51,PROD000041,1,162.89,162.89,0.0,PayPal,0.0,Completed,Website
TXN0000001033,CUST003405,2023-01-24 18:32:55,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,Website
TXN0000016467,CUST000034,2023-02-21 08:13:09,PROD000015,1,419.19,419.19,0.0,PayPal,0.0,Completed,Website
TXN0000004501,CUST000929,2023-06-25 09:05:38,PROD000079,1,77.73,77.73,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000024830,CUST003934,2023-09-01 19:30:18,PROD000023,1,81.25,81.25,0.0,PayPal,0.0,Completed,Website
TXN0000013685,CUST002836,2023-10-26 18:48:09,PROD000067,2,205.03,410.06,0.0,Apple Pay,0.0,Completed,Website
TXN0000018255,CUST004652,2023-09-13 01:44:10,PROD000079,3,77.73,233.19,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000002518,CUST004568,2023-05-06 01:51:28,PROD000160,2,16.59,33.18,0.0,PayPal,9.11,Completed,Website
TXN0000000306,CUST000575,2023-02-01 12:23:49,PROD000010,1,223.07,203.41,19.66,Debit Card,0.0,Completed,Website
TXN0000001947,CUST004496,2023-02-26 12:47:32,PROD000079,2,77.73,155.46,0.0,PayPal,0.0,Completed,Website
TXN0000001996,CUST003013,2024-03-14 22:40:40,PROD000125,1,106.6,106.6,0.0,Apple Pay,0.0,Completed,In-Store
TXN0000015458,CUST000634,2024-02-29 00:52:28,PROD000015,1,419.19,419.19,0.0,Google Pay,0.0,Completed,Mobile App
TXN0000016548,CUST001781,2024-04-14 09:23:49,PROD000074,1,39.92,39.92,0.0,Google Pay,11.47,Completed,Website
TXN0000008333,CUST001513,2023-07-18 03:56:27,PROD000134,1,32.54,32.54,0.0,Credit Card,10.32,Completed,Website
TXN0000020592,CUST002313,2023-01-16 03:09:15,PROD000082,2,111.9,223.8,0.0,PayPal,0.0,Completed,Mobile App
TXN0000001188,CUST001425,2024-01-12 04:41:44,PROD000188,1,165.59,165.59,0.0,Google Pay,0.0,Completed,In-Store
TXN0000022240,CUST001657,2024-04-01 08:33:50,PROD000015,2,419.19,790.17,48.21,Google Pay,0.0,Returned,Website
TXN0000006066,CUST000634,2024-12-12 10:17:51,PROD000071,1,18.01,15.98,2.03,Google Pay,10.53,Completed,Website
TXN0000018111,CUST002940,2023-10-02 13:50:49,PROD000131,1,294.34,294.34,0.0,PayPal,0.0,Completed,Website
TXN0000023643,CUST002124,2023-06-07 23:03:38,PROD000134,1,32.54,27.42,5.12,Debit Card,13.89,Completed,Website
TXN0000019401,CUST004967,2023-03-22 03:51:08,PROD000089,2,266.69,533.38,0.0,Credit Card,0.0,Completed,Website
TXN0000021327,CUST000312,2023-04-08 06:36:28,PROD000000,1,250.63,250.63,0.0,Apple Pay,0.0,Completed,Mobile App
TXN0000015824,CUST003427,2024-06-13 08:30:15,PROD000134,1,32.54,32.54,0.0,Credit Card,13.65,Completed,Website
TXN0000019855,CUST001743,2023-01-24 21:22:38,PROD000134,1,32.54,32.54,0.0,Credit Card,9.0,Completed,In-Store
TXN0000015515,CUST000971,2024-09-06 01:07:40,PROD000098,1,217.27,194.48,22.79,PayPal,0.0,Completed,Website
TXN0000003786,CUST003539,2024-11-05 06:52:03,PROD000175,2,195.71,324.33,67.09,Credit Card,0.0,Completed,In-Store
TXN0000020395,CUST004477,2024-12-02 07:45:12,PROD000010,1,223.07,223.07,0.0,Google Pay,0.0,Completed,Website
TXN0000015378,CUST002767,2023-04-06 10:16:06,PROD000015,1,419.19,419.19,0.0,Credit Card,0.0,Completed,Mobile App
TXN0000020858,CUST002160,2023-03-10 21:34:40,PROD000145,1,78.93,78.93,0.0,Google Pay,0.0,Returned,Website
